nombre;year;cantidad;diff
ALLYSONE ;2012;1;-19,0
ALLYSONN ;2012;1;0,0
ALLYSSA ;2019;1;0,0
ALLYSSA ;2021;1;0,0
ALLYSSON ;2010;3;2,0
ALLYSSON ;2011;3;0,0
ALLYSSON ;2012;2;-1,0
ALLYSSON ;2013;3;1,0
ALLYSSON ;2014;4;1,0
ALLYSSON ;2015;3;-1,0
ALLYSSON ;2016;2;-1,0
ALLYSSON ;2017;1;-1,0
ALLYSSON ;2018;1;0,0
ALLYSSON ;2019;1;0,0
ALLYSSON ;2020;2;1,0
ALLYSSON ;2021;1;-1,0
ALLYXON ;2014;1;0,0
ALLYZON ;2011;1;0,0
ALLYZON ;2013;2;1,0
ALLYZON ;2014;2;0,0
ALLYZON ;2017;1;-1,0
ALLYZON ;2018;1;0,0
ALLÉN ;2011;1;0,0
ALLÉN ;2013;1;0,0
ALLÉN ;2015;1;0,0
ALLÉN ;2018;1;0,0
ALLÉN ;2021;2;1,0
ALLÍE ;2020;1;-1,0
ALLÍS ;2017;1;0,0
ALLÍS ;2018;1;0,0
ALLÍZ ;2015;1;0,0
ALMA ;2010;21;20,0
ALMA ;2011;21;0,0
ALMA ;2012;23;2,0
ALMA ;2013;42;19,0
ALMA ;2014;27;-15,0
ALMA ;2015;50;23,0
ALMA ;2016;149;99,0
ALMA ;2017;199;50,0
ALMA ;2018;183;-16,0
ALMA ;2019;174;-9,0
ALMA ;2020;237;63,0
ALMA ;2021;282;45,0
ALMA-NITHO ;2018;1;-281,0
ALMAERINTA ;2019;1;0,0
ALMAH ;2021;1;0,0
ALMAITY ;2012;1;0,0
ALMAKEÏSHA ;2019;1;0,0
ALMAMYA ;2011;1;0,0
ALMANI ;2018;1;0,0
ALMARA ;2016;1;0,0
ALMARAY ;2015;1;0,0
ALMARY ;2014;1;0,0
ALMAYTI ;2015;1;0,0
ALMEER ;2018;1;0,0
ALMEIDA ;2019;1;0,0
ALMEIDA ;2020;1;0,0
ALMENDJINA ;2020;1;0,0
ALMENDRA ;2010;179;178,0
ALMENDRA ;2011;154;-25,0
ALMENDRA ;2012;145;-9,0
ALMENDRA ;2013;116;-29,0
ALMENDRA ;2014;123;7,0
ALMENDRA ;2015;121;-2,0
ALMENDRA ;2016;144;23,0
ALMENDRA ;2017;97;-47,0
ALMENDRA ;2018;100;3,0
ALMENDRA ;2019;152;52,0
ALMENDRA ;2020;122;-30,0
ALMENDRA ;2021;97;-25,0
ALMENDRITA ;2019;1;-96,0
ALMERYS ;2013;1;0,0
ALMI ;2017;1;0,0
ALMIGHTY ;2019;1;0,0
ALMIN ;2017;1;0,0
ALMIR ;2014;1;0,0
ALMMENDRA ;2012;1;0,0
ALMODENA ;2010;1;0,0
ALMUDENA ;2010;1;0,0
ALMUDENA ;2011;3;2,0
ALMUDENA ;2012;3;0,0
ALMUDENA ;2013;1;-2,0
ALMUDENA ;2014;4;3,0
ALMUDENA ;2015;2;-2,0
ALMUDENA ;2016;4;2,0
ALMUDENA ;2017;3;-1,0
ALMUDENA ;2018;3;0,0
ALMUDENA ;2019;3;0,0
ALMUDENA ;2020;4;1,0
ALMUDENA ;2021;2;-2,0
ALMUSTAFA ;2019;1;-1,0
ALNAIR ;2016;1;0,0
ALNAIR ;2021;1;0,0
ALNAY ;2018;1;0,0
ALNAYR ;2014;1;0,0
ALNELYS ;2019;1;0,0
ALNILAM ;2014;1;0,0
ALOCHKA ;2011;1;0,0
ALOF ;2013;1;0,0
ALOF ;2016;1;0,0
ALOF ;2021;1;0,0
ALOHALANI ;2011;1;0,0
ALOIA ;2020;1;0,0
ALOIS ;2010;2;1,0
ALOIS ;2012;2;0,0
ALOIS ;2013;1;-1,0
ALOIS ;2014;1;0,0
ALOIS ;2015;2;1,0
ALOIS ;2016;1;-1,0
ALOISE ;2012;1;0,0
ALOISE ;2018;1;0,0
ALOJZY ;2020;1;0,0
ALOK ;2021;1;0,0
ALON ;2010;2;1,0
ALON ;2011;6;4,0
ALON ;2012;4;-2,0
ALON ;2013;3;-1,0
ALON ;2014;2;-1,0
ALON ;2015;2;0,0
ALON ;2016;3;1,0
ALON ;2017;2;-1,0
ALON ;2018;1;-1,0
ALON ;2020;1;0,0
ALON ;2021;2;1,0
ALONDHRA ;2016;1;-1,0
ALONDJI ;2018;1;0,0
ALONDRA ;2010;343;342,0
ALONDRA ;2011;345;2,0
ALONDRA ;2012;327;-18,0
ALONDRA ;2013;321;-6,0
ALONDRA ;2014;365;44,0
ALONDRA ;2015;337;-28,0
ALONDRA ;2016;344;7,0
ALONDRA ;2017;298;-46,0
ALONDRA ;2018;248;-50,0
ALONDRA ;2019;243;-5,0
ALONDRA ;2020;227;-16,0
ALONDRA ;2021;223;-4,0
ALONG ;2015;1;-222,0
ALONIT ;2011;1;0,0
ALONIT ;2019;1;0,0
ALONKURA ;2012;1;0,0
ALONNDRA ;2010;1;0,0
ALONNDRA ;2015;1;0,0
ALONNDRA ;2018;1;0,0
ALONNSO ;2010;1;0,0
ALONNZO ;2014;1;0,0
ALONSA ;2010;1;0,0
ALONSA ;2011;1;0,0
ALONSA ;2012;1;0,0
ALONSA ;2013;1;0,0
ALONSA ;2014;1;0,0
ALONSA ;2015;4;3,0
ALONSA ;2016;4;0,0
ALONSA ;2017;3;-1,0
ALONSA ;2018;2;-1,0
ALONSA ;2019;4;2,0
ALONSA ;2020;3;-1,0
ALONSA ;2021;2;-1,0
ALONSO ;2010;1800;1798,0
ALONSO ;2011;2293;493,0
ALONSO ;2012;2474;181,0
ALONSO ;2013;2411;-63,0
ALONSO ;2014;2951;540,0
ALONSO ;2015;3223;272,0
ALONSO ;2016;2563;-660,0
ALONSO ;2017;2320;-243,0
ALONSO ;2018;2004;-316,0
ALONSO ;2019;2049;45,0
ALONSO ;2020;1573;-476,0
ALONSO ;2021;1269;-304,0
ALONSO-IGNACIO ;2020;1;-1268,0
ALONSOJESÚS ;2015;1;0,0
ALONSON ;2018;1;0,0
ALONSSO ;2010;1;0,0
ALONSSO ;2011;2;1,0
ALONSSO ;2012;2;0,0
ALONSSO ;2013;1;-1,0
ALONSSO ;2014;5;4,0
ALONSSO ;2015;5;0,0
ALONSSO ;2016;3;-2,0
ALONSSO ;2017;3;0,0
ALONSSO ;2018;1;-2,0
ALONSSO ;2019;3;2,0
ALONSSO ;2020;3;0,0
ALONSSO ;2021;1;-2,0
ALONY ;2016;1;0,0
ALONZA ;2016;3;2,0
ALONZA ;2018;1;-2,0
ALONZA ;2021;1;0,0
ALONZO ;2010;31;30,0
ALONZO ;2011;27;-4,0
ALONZO ;2012;46;19,0
ALONZO ;2013;42;-4,0
ALONZO ;2014;48;6,0
ALONZO ;2015;54;6,0
ALONZO ;2016;27;-27,0
ALONZO ;2017;33;6,0
ALONZO ;2018;39;6,0
ALONZO ;2019;37;-2,0
ALONZO ;2020;39;2,0
ALONZO ;2021;33;-6,0
ALONZZO ;2017;1;-32,0
ALOON ;2010;1;0,0
ALOS'K ;2011;1;0,0
ALOSCA ;2012;2;1,0
ALOSHCA ;2012;1;-1,0
ALOSHKA ;2012;3;2,0
ALOSHKA ;2013;1;-2,0
ALOSKA ;2011;2;1,0
ALOSKA ;2012;1;-1,0
ALOY ;2015;1;0,0
ALOY ;2018;1;0,0
ALOYS ;2014;1;0,0
ALOYS ;2015;1;0,0
ALOYSIA ;2011;1;0,0
ALOÍS ;2010;1;0,0
ALPH ;2019;1;0,0
ALPHA ;2013;1;0,0
ALPHA ;2019;1;0,0
ALPHAINA ;2019;1;0,0
ALPHENIS ;2017;1;0,0
ALPHONSE ;2010;1;0,0
ALPHONSE ;2013;1;0,0
ALPHONSE ;2015;2;1,0
ALPHONSE ;2016;1;-1,0
ALPHONSE ;2018;1;0,0
ALPHONSE ;2019;1;0,0
ALPHONSE ;2021;1;0,0
ALPHONSO ;2012;1;0,0
ALPHONSO ;2013;1;0,0
ALPHONSO ;2018;2;1,0
ALPHONSO ;2020;1;-1,0
ALPHONZO ;2013;1;0,0
ALPPI ;2018;1;0,0
ALQUIRIA ;2014;1;0,0
ALRISH ;2018;1;0,0
ALRITCH ;2017;1;0,0
ALSANDE ;2018;1;0,0
ALSENY ;2019;1;0,0
ALTA ;2010;1;0,0
ALTA ;2012;1;0,0
ALTAGRACIA ;2019;1;0,0
ALTAHIR ;2016;1;0,0
ALTAHIR ;2017;1;0,0
ALTAHIR ;2019;1;0,0
ALTAIR ;2010;4;3,0
ALTAIR ;2011;2;-2,0
ALTAIR ;2012;8;6,0
ALTAIR ;2013;7;-1,0
ALTAIR ;2014;6;-1,0
ALTAIR ;2015;7;1,0
ALTAIR ;2016;6;-1,0
ALTAIR ;2017;6;0,0
ALTAIR ;2018;2;-4,0
ALTAIR ;2019;3;1,0
ALTAIR ;2020;6;3,0
ALTAIR ;2021;3;-3,0
ALTAIRA ;2016;2;-1,0
ALTAIRA ;2017;2;0,0
ALTAIRA ;2018;1;-1,0
ALTALINA ;2018;1;0,0
ALTALINE ;2019;1;0,0
ALTAN ;2012;1;0,0
ALTAYRA ;2012;1;0,0
ALTAÍR ;2012;1;0,0
ALTAÍR ;2013;1;0,0
ALTAÍR ;2015;1;0,0
ALTAÍR ;2016;1;0,0
ALTAÏR ;2014;1;0,0
ALTAÏR ;2016;1;0,0
ALTAÏR ;2018;1;0,0
ALTAÏR ;2020;1;0,0
ALTER ;2021;1;0,0
ALTHAIR ;2014;1;0,0
ALTHAIR ;2020;1;0,0
ALTHAIRY ;2015;1;0,0
ALTHAYR ;2011;1;0,0
ALTHEA ;2017;1;0,0
ALTHÍA ;2021;1;0,0
ALTY ;2019;1;0,0
ALTÉMAR ;2018;1;0,0
ALU ;2011;1;0,0
ALUAN ;2014;1;0,0
ALUAN ;2016;1;0,0
ALUANTÜ ;2013;1;0,0
ALUE ;2013;1;0,0
ALUEN ;2011;2;1,0
ALUEN ;2012;2;0,0
ALUEN ;2013;1;-1,0
ALUEN ;2014;1;0,0
ALUEN ;2015;1;0,0
ALUEN ;2016;2;1,0
ALUEN ;2017;1;-1,0
ALUEN ;2018;1;0,0
ALUEN ;2019;2;1,0
ALUEN ;2020;1;-1,0
ALUEN ;2021;3;2,0
ALUHE ;2010;1;-2,0
ALUHE ;2016;1;0,0
ALUHE ;2019;1;0,0
ALUHEN ;2014;1;0,0
ALUHÉ ;2016;1;0,0
ALUINE ;2021;1;0,0
ALUISIUS ;2019;1;0,0
ALUM ;2010;1;0,0
ALUMINÉ ;2021;1;0,0
ALUN ;2014;2;1,0
ALUN ;2016;3;1,0
ALUNA ;2011;2;-1,0
ALUNA ;2015;1;-1,0
ALUNA ;2018;1;0,0
ALUNA ;2019;2;1,0
ALUNAY ;2017;1;-1,0
ALUNCO ;2020;1;0,0
ALUNE ;2021;1;0,0
ALUNEY ;2012;2;1,0
ALUNEY ;2014;2;0,0
ALUNEY ;2015;1;-1,0
ALUNEY ;2016;1;0,0
ALUNEY ;2017;2;1,0
ALUNKO ;2017;1;-1,0
ALUÉN ;2010;1;0,0
ALUÉN ;2012;1;0,0
ALUÉN ;2020;1;0,0
ALUÉN ;2021;2;1,0
ALVA ;2014;1;-1,0
ALVA ;2018;2;1,0
ALVA ;2020;1;-1,0
ALVA ;2021;1;0,0
ALVAN ;2010;1;0,0
ALVANIA ;2012;1;0,0
ALVANO ;2018;1;0,0
ALVANY ;2019;1;0,0
ALVANYS ;2021;1;0,0
ALVAR ;2012;2;1,0
ALVAR ;2013;1;-1,0
ALVAR ;2014;1;0,0
ALVAR ;2016;1;0,0
ALVARA ;2014;1;0,0
ALVARA ;2015;1;0,0
ALVARITA ;2014;1;0,0
ALVARITO ;2010;1;0,0
ALVARITO ;2019;1;0,0
ALVARO ;2010;377;376,0
ALVARO ;2011;322;-55,0
ALVARO ;2012;309;-13,0
ALVARO ;2013;393;84,0
ALVARO ;2014;315;-78,0
ALVARO ;2015;359;44,0
ALVARO ;2016;329;-30,0
ALVARO ;2017;173;-156,0
ALVARO ;2018;224;51,0
ALVARO ;2019;172;-52,0
ALVARO ;2020;168;-4,0
ALVARO ;2021;142;-26,0
ALVARO-MANUEL ;2012;1;-141,0
ALVEIRO ;2011;1;0,0
ALVEIRO ;2012;2;1,0
ALVEIRO ;2013;1;-1,0
ALVEIRO ;2014;1;0,0
ALVEIRO ;2015;1;0,0
ALVENS ;2019;1;0,0
ALVER ;2021;1;0,0
ALVERICH ;2017;1;0,0
ALVERICK ;2013;1;0,0
ALVERICK ;2017;1;0,0
ALVERT ;2015;1;0,0
ALVIERI ;2012;1;0,0
ALVIERY ;2017;1;0,0
ALVIN ;2010;1;0,0
ALVIN ;2011;2;1,0
ALVIN ;2015;1;-1,0
ALVIN ;2017;1;0,0
ALVIN ;2018;5;4,0
ALVIN ;2019;1;-4,0
ALVIN ;2020;2;1,0
ALVIN ;2021;4;2,0
ALVINE ;2019;1;-3,0
ALVING ;2016;1;0,0
ALVINN ;2015;1;0,0
ALVINO ;2017;1;0,0
ALVIO ;2012;1;0,0
ALVIOLET ;2014;1;0,0
ALWA ;2011;1;0,0
ALWALID ;2018;1;0,0
ALWAN ;2012;1;0,0
ALWIN ;2013;1;0,0
ALY ;2010;1;0,0
ALY ;2014;1;0,0
ALY ;2015;1;0,0
ALY ;2016;4;3,0
ALY ;2017;3;-1,0
ALY ;2018;3;0,0
ALY ;2019;1;-2,0
ALY ;2020;2;1,0
ALY ;2021;1;-1,0
ALY'S ;2015;1;0,0
ALY-JAYDEN ;2020;1;0,0
ALY-JHOVANY ;2019;1;0,0
ALYA ;2015;1;0,0
ALYA ;2019;1;0,0
ALYA ;2021;2;1,0
ALYAA ;2015;1;-1,0
ALYAH ;2010;1;0,0
ALYAH ;2011;1;0,0
ALYAH ;2014;1;0,0
ALYAH ;2016;1;0,0
ALYAH ;2019;1;0,0
ALYAH ;2021;2;1,0
ALYAZAR ;2019;1;-1,0
ALYCE ;2011;3;2,0
ALYCE ;2014;1;-2,0
ALYCE ;2015;2;1,0
ALYCE ;2016;2;0,0
ALYCE ;2017;2;0,0
ALYCE ;2018;1;-1,0
ALYCE ;2019;1;0,0
ALYCE ;2021;3;2,0
ALYCHA ;2018;1;-2,0
ALYCIA ;2019;2;1,0
ALYCÉN ;2010;1;-1,0
ALYDETH ;2021;1;0,0
ALYE ;2019;1;0,0
ALYED ;2011;1;0,0
ALYEL ;2010;1;0,0
ALYEL ;2013;1;0,0
ALYERICK ;2019;1;0,0
ALYETE ;2021;1;0,0
ALYETH ;2014;1;0,0
ALYETTE ;2011;1;0,0
ALYHA ;2015;1;0,0
ALYHA ;2016;1;0,0
ALYHA ;2017;1;0,0
ALYHA ;2018;1;0,0
ALYHA ;2019;1;0,0
ALYHA ;2021;1;0,0
ALYHAA ;2011;1;0,0
ALYHET ;2014;1;0,0
ALYHIRA ;2011;1;0,0
ALYM ;2012;1;0,0
ALYM ;2018;1;0,0
ALYMIR ;2019;1;0,0
ALYN ;2010;3;2,0
ALYN ;2011;1;-2,0
ALYN ;2012;3;2,0
ALYN ;2013;1;-2,0
ALYN ;2014;4;3,0
ALYN ;2015;3;-1,0
ALYN ;2016;1;-2,0
ALYN ;2018;1;0,0
ALYN ;2019;4;3,0
ALYN ;2020;1;-3,0
ALYN ;2021;1;0,0
ALYNA ;2010;1;0,0
ALYNA ;2011;5;4,0
ALYNA ;2012;2;-3,0
ALYNA ;2013;2;0,0
ALYNA ;2014;1;-1,0
ALYNA ;2016;1;0,0
ALYNA ;2018;1;0,0
ALYNA ;2021;1;0,0
ALYNE ;2010;1;0,0
ALYNE ;2011;2;1,0
ALYNE ;2012;1;-1,0
ALYNE ;2013;1;0,0
ALYNE ;2014;2;1,0
ALYNE ;2016;2;0,0
ALYNE ;2018;2;0,0
ALYNE ;2019;1;-1,0
ALYNN ;2010;1;0,0
ALYNN ;2011;1;0,0
ALYNN ;2012;1;0,0
ALYNNA ;2020;1;0,0
ALYNNE ;2011;1;0,0
ALYNNE ;2012;2;1,0
ALYNNE ;2017;1;-1,0
ALYNNE ;2018;1;0,0
ALYNNE ;2020;2;1,0
ALYNRAY ;2019;1;-1,0
ALYNSO ;2011;1;0,0
ALYNSON ;2010;2;1,0
ALYNSON ;2013;1;-1,0
ALYNSON ;2014;1;0,0
ALYNSON ;2017;1;0,0
ALYNSON ;2018;1;0,0
ALYOSKA ;2010;1;0,0
ALYRA ;2011;1;0,0
ALYRAH ;2020;1;0,0
ALYS ;2010;3;2,0
ALYS ;2011;2;-1,0
ALYS ;2012;3;1,0
ALYS ;2013;6;3,0
ALYS ;2014;6;0,0
ALYS ;2015;3;-3,0
ALYS ;2016;9;6,0
ALYS ;2017;3;-6,0
ALYS ;2018;1;-2,0
ALYS ;2019;1;0,0
ALYS ;2020;4;3,0
ALYS ;2021;10;6,0
ALYSA ;2010;1;-9,0
ALYSA ;2012;1;0,0
ALYSA ;2013;3;2,0
ALYSA ;2014;1;-2,0
ALYSA ;2015;2;1,0
ALYSA ;2016;2;0,0
ALYSA ;2017;1;-1,0
ALYSA ;2019;1;0,0
ALYSA ;2021;1;0,0
ALYSANDHER ;2017;1;0,0
ALYSHA ;2013;1;0,0
ALYSHA ;2014;2;1,0
ALYSHA ;2015;1;-1,0
ALYSHA ;2017;1;0,0
ALYSHA ;2018;2;1,0
ALYSHA ;2019;4;2,0
ALYSHA ;2020;3;-1,0
ALYSHA ;2021;3;0,0
ALYSHIA ;2021;1;-2,0
ALYSON ;2010;40;39,0
ALYSON ;2011;44;4,0
ALYSON ;2012;46;2,0
ALYSON ;2013;40;-6,0
ALYSON ;2014;35;-5,0
ALYSON ;2015;58;23,0
ALYSON ;2016;38;-20,0
ALYSON ;2017;31;-7,0
ALYSON ;2018;30;-1,0
ALYSON ;2019;15;-15,0
ALYSON ;2020;26;11,0
ALYSON ;2021;29;3,0
ALYSONN ;2013;2;-27,0
ALYSS ;2012;1;-1,0
ALYSS ;2013;1;0,0
ALYSS ;2014;2;1,0
ALYSS ;2016;3;1,0
ALYSS ;2017;4;1,0
ALYSS ;2018;1;-3,0
ALYSS ;2019;3;2,0
ALYSS ;2020;1;-2,0
ALYSS ;2021;2;1,0
ALYSSA ;2010;1;-1,0
ALYSSA ;2011;3;2,0
ALYSSA ;2012;2;-1,0
ALYSSA ;2013;1;-1,0
ALYSSA ;2015;6;5,0
ALYSSA ;2016;7;1,0
ALYSSA ;2017;11;4,0
ALYSSA ;2018;10;-1,0
ALYSSA ;2019;8;-2,0
ALYSSA ;2020;19;11,0
ALYSSA ;2021;13;-6,0
ALYSSAH ;2018;1;-12,0
ALYSSAN ;2018;1;0,0
ALYSSANDRA ;2019;1;0,0
ALYSSE ;2012;1;0,0
ALYSSE ;2014;1;0,0
ALYSSE ;2015;1;0,0
ALYSSE ;2016;1;0,0
ALYSSE ;2017;1;0,0
ALYSSHANN ;2020;1;0,0
ALYSSIA ;2021;1;0,0
ALYSSO ;2019;1;0,0
ALYSSON ;2010;12;11,0
ALYSSON ;2011;13;1,0
ALYSSON ;2012;20;7,0
ALYSSON ;2013;16;-4,0
ALYSSON ;2014;12;-4,0
ALYSSON ;2015;14;2,0
ALYSSON ;2016;13;-1,0
ALYSSON ;2017;10;-3,0
ALYSSON ;2018;11;1,0
ALYSSON ;2019;7;-4,0
ALYSSON ;2020;7;0,0
ALYSSON ;2021;14;7,0
ALYTZA ;2014;1;-13,0
ALYULEX ;2019;1;0,0
ALYWEN ;2020;1;0,0
ALYX ;2014;1;0,0
ALYX ;2019;1;0,0
ALYXON ;2011;1;0,0
ALYYAH ;2019;1;0,0
ALYZ ;2012;1;0,0
ALYZ ;2016;1;0,0
ALYZ ;2017;1;0,0
ALYZ ;2020;1;0,0
ALYZ ;2021;1;0,0
ALYZABELLE ;2018;1;0,0
ALYZEE ;2015;1;0,0
ALYZON ;2012;1;0,0
ALYZON ;2020;1;0,0
ALYZSON ;2011;1;0,0
ALYZZE ;2017;1;0,0
ALYZZON ;2013;1;0,0
ALZAHIR ;2020;1;0,0
ALZDER ;2020;1;0,0
ALÁHAM ;2011;1;0,0
ALÁNIZ ;2010;1;0,0
ALÁNNIZ ;2015;1;0,0
ALÁNYZ ;2012;1;0,0
ALÁNYZ ;2020;1;0,0
ALÁYN ;2012;1;0,0
ALÉ ;2010;1;0,0
ALÉ ;2019;1;0,0
ALÉM ;2011;1;0,0
ALÉM ;2013;1;0,0
ALÉN ;2011;1;0,0
ALÉN ;2013;4;3,0
ALÉN ;2014;1;-3,0
ALÉN ;2016;6;5,0
ALÉN ;2017;1;-5,0
ALÉN ;2019;5;4,0
ALÉN ;2021;5;0,0
ALÉXANDROS ;2011;1;-4,0
ALÍ ;2010;2;1,0
ALÍ ;2011;1;-1,0
ALÍ ;2013;2;1,0
ALÍ ;2014;3;1,0
ALÍ ;2015;2;-1,0
ALÍ ;2016;5;3,0
ALÍ ;2017;2;-3,0
ALÍ ;2018;9;7,0
ALÍ ;2019;1;-8,0
ALÍ ;2020;8;7,0
ALÍ ;2021;8;0,0
ALÍA ;2010;2;-6,0
ALÍA ;2011;3;1,0
ALÍA ;2012;2;-1,0
ALÍA ;2013;3;1,0
ALÍA ;2014;2;-1,0
ALÍA ;2015;4;2,0
ALÍA ;2016;3;-1,0
ALÍA ;2017;6;3,0
ALÍA ;2018;2;-4,0
ALÍA ;2019;2;0,0
ALÍA ;2020;2;0,0
ALÍA ;2021;4;2,0
ALÍAH ;2010;1;-3,0
ALÍAH ;2019;1;0,0
ALÍAH ;2020;1;0,0
ALÍAH ;2021;1;0,0
ALÍE ;2013;1;0,0
ALÍHA ;2013;1;0,0
ALÍKA ;2020;1;0,0
ALÍN ;2016;2;1,0
ALÍN ;2017;1;-1,0
ALÍS ;2011;1;0,0
ALÍS ;2016;1;0,0
ALÍS ;2018;1;0,0
ALÍS ;2020;1;0,0
ALÍSHA ;2020;1;0,0
ALÍX ;2014;1;0,0
ALÍZ ;2017;1;0,0
ALÍZZ ;2016;1;0,0
ALÓN ;2011;1;0,0
ALÓN ;2012;2;1,0
ALÓN ;2014;1;-1,0
ALÓN ;2015;1;0,0
ALÓN ;2017;1;0,0
ALÓNSSO ;2019;1;0,0
ALÖIS ;2017;1;0,0
ALÖIS ;2018;1;0,0
ALÚ ;2010;1;0,0
ALÜN ;2011;2;1,0
ALÜN ;2014;1;-1,0
ALÜN ;2017;1;0,0
ALÜN ;2018;1;0,0
ALÜN ;2019;1;0,0
ALÜN ;2020;1;0,0
ALÜN ;2021;1;0,0
ALÜNKO ;2017;1;0,0
ALÜNRAY ;2017;1;0,0
AMA ;2020;1;0,0
AMAAIA ;2021;1;0,0
AMAAL ;2016;2;1,0
AMAAL ;2019;2;0,0
AMAARA ;2014;1;-1,0
AMABEL ;2012;2;1,0
AMABEL ;2015;1;-1,0
AMABEL ;2017;1;0,0
AMABELLA ;2013;1;0,0
AMABELLA ;2017;1;0,0
AMAD ;2015;1;0,0
AMAD ;2017;1;0,0
AMADA ;2011;6;5,0
AMADA ;2012;3;-3,0
AMADA ;2013;4;1,0
AMADA ;2014;4;0,0
AMADA ;2015;5;1,0
AMADA ;2016;2;-3,0
AMADA ;2017;3;1,0
AMADA ;2018;4;1,0
AMADA ;2019;9;5,0
AMADA ;2020;3;-6,0
AMADA ;2021;6;3,0
AMADAHY ;2015;1;-5,0
AMADAI ;2018;1;0,0
AMADEA ;2017;1;0,0
AMADEA ;2019;1;0,0
AMADEO ;2011;1;0,0
AMADEO ;2012;3;2,0
AMADEO ;2013;1;-2,0
AMADEO ;2014;3;2,0
AMADEO ;2015;4;1,0
AMADEO ;2016;2;-2,0
AMADEO ;2017;3;1,0
AMADEO ;2018;7;4,0
AMADEO ;2019;2;-5,0
AMADEO ;2020;2;0,0
AMADEO ;2021;6;4,0
AMADETT ;2020;1;-5,0
AMADEUS ;2017;2;1,0
AMADEUS ;2019;1;-1,0
AMADEUS ;2020;1;0,0
AMADIEL ;2010;2;1,0
AMADIEL ;2016;2;0,0
AMADIEL ;2017;2;0,0
AMADIEL ;2019;1;-1,0
AMADIEL ;2021;2;1,0
AMADIER ;2010;1;-1,0
AMADIS ;2010;1;0,0
AMADIS ;2012;2;1,0
AMADIS ;2013;1;-1,0
AMADIS ;2014;1;0,0
AMADIS ;2016;1;0,0
AMADIS ;2018;1;0,0
AMADIS ;2020;1;0,0
AMADIS ;2021;2;1,0
AMADIZ ;2020;1;-1,0
AMADO ;2010;1;0,0
AMADO ;2012;1;0,0
AMADO ;2014;1;0,0
AMADO ;2015;1;0,0
AMADO ;2016;1;0,0
AMADO ;2018;1;0,0
AMADO ;2019;1;0,0
AMADO ;2020;2;1,0
AMADO ;2021;5;3,0
AMADOR ;2010;4;-1,0
AMADOR ;2011;6;2,0
AMADOR ;2012;7;1,0
AMADOR ;2013;6;-1,0
AMADOR ;2014;9;3,0
AMADOR ;2015;15;6,0
AMADOR ;2016;12;-3,0
AMADOR ;2017;8;-4,0
AMADOR ;2018;10;2,0
AMADOR ;2019;11;1,0
AMADOR ;2020;6;-5,0
AMADOR ;2021;6;0,0
AMADY ;2015;1;-5,0
AMADÌS ;2010;1;0,0
AMAEL ;2013;1;0,0
AMAEL ;2021;3;2,0
AMAELIÉ ;2019;1;-2,0
AMAELLA ;2017;1;0,0
AMAELLE ;2019;1;0,0
AMAGDIEL ;2013;1;0,0
AMAGUA ;2012;1;0,0
AMAGUA ;2019;1;0,0
AMAHAL ;2011;1;0,0
AMAHANET ;2018;1;0,0
AMAHARA ;2012;1;0,0
AMAHARA ;2020;1;0,0
AMAHARO ;2016;1;0,0
AMAHAU ;2014;1;0,0
AMAHEANU ;2018;1;0,0
AMAHEL ;2011;1;0,0
AMAHEL ;2012;1;0,0
AMAHIA ;2010;3;2,0
AMAHIA ;2011;6;3,0
AMAHIA ;2012;4;-2,0
AMAHIA ;2013;2;-2,0
AMAHIA ;2014;3;1,0
AMAHIA ;2015;3;0,0
AMAHIA ;2016;4;1,0
AMAHIA ;2017;5;1,0
AMAHIA ;2018;6;1,0
AMAHIA ;2019;3;-3,0
AMAHIA ;2020;6;3,0
AMAHIA ;2021;10;4,0
AMAHIRA ;2015;1;-9,0
AMAHNDA ;2018;1;0,0
AMAHRA ;2013;1;0,0
AMAHYA ;2011;1;0,0
AMAHYA ;2018;1;0,0
AMAHYA ;2020;3;2,0
AMAHÍA ;2012;1;-2,0
AMAHÍA ;2013;1;0,0
AMAHÍA ;2019;1;0,0
AMAI ;2015;1;0,0
AMAI ;2019;2;1,0
AMAI ;2020;1;-1,0
AMAIA ;2010;56;55,0
AMAIA ;2011;53;-3,0
AMAIA ;2012;58;5,0
AMAIA ;2013;70;12,0
AMAIA ;2014;76;6,0
AMAIA ;2015;64;-12,0
AMAIA ;2016;92;28,0
AMAIA ;2017;88;-4,0
AMAIA ;2018;110;22,0
AMAIA ;2019;120;10,0
AMAIA ;2020;136;16,0
AMAIA ;2021;174;38,0
AMAIAH ;2012;1;-173,0
AMAIAH ;2018;1;0,0
AMAIALEN ;2021;1;0,0
AMAICA ;2017;1;0,0
AMAICHA ;2018;1;0,0
AMAIHA ;2012;1;0,0
AMAIHA ;2013;1;0,0
AMAIHA ;2018;1;0,0
AMAIIA ;2010;1;0,0
AMAIIA ;2013;1;0,0
AMAIIA ;2021;1;0,0
AMAIKE ;2011;1;0,0
AMAIKE ;2014;2;1,0
AMAIKE ;2016;1;-1,0
AMAIKE ;2018;2;1,0
AMAIKE ;2021;1;-1,0
AMAILY ;2021;1;0,0
AMAIRA ;2010;1;0,0
AMAIRA ;2011;1;0,0
AMAIRA ;2012;1;0,0
AMAIRA ;2013;2;1,0
AMAIRA ;2015;3;1,0
AMAIRA ;2016;1;-2,0
AMAIRA ;2017;1;0,0
AMAIRA ;2019;4;3,0
AMAIRA ;2020;4;0,0
