nombre;year;cantidad_x;diff;cantidad_y;pct_yoy;_merge
CELINA ;2013;3;2,0;;;left_only
CELINA ;2014;6;3,0;;;left_only
CELINA ;2015;5;-1,0;;;left_only
CELINA ;2016;7;2,0;;;left_only
CELINA ;2017;3;-4,0;;;left_only
CELINA ;2018;2;-1,0;;;left_only
CELINA ;2019;6;4,0;;;left_only
CELINA ;2020;1;-5,0;;;left_only
CELINDA ;2011;3;1,0;;;left_only
CELINDA ;2012;1;-2,0;;;left_only
CELINDA ;2014;1;0,0;;;left_only
CELINDA ;2016;2;1,0;;;left_only
CELINDA ;2017;1;-1,0;;;left_only
CELINE ;2011;11;6,0;;;left_only
CELINE ;2012;6;-5,0;;;left_only
CELINE ;2013;6;0,0;;;left_only
CELINE ;2014;8;2,0;;;left_only
CELINE ;2015;9;1,0;;;left_only
CELINE ;2016;5;-4,0;;;left_only
CELINE ;2017;3;-2,0;;;left_only
CELINE ;2018;12;9,0;;;left_only
CELINE ;2019;6;-6,0;;;left_only
CELINE ;2020;8;2,0;;;left_only
CELINE ;2021;10;2,0;;;left_only
CELINNE ;2013;1;0,0;;;left_only
CELINNE ;2017;1;0,0;;;left_only
CELINNE ;2019;1;0,0;;;left_only
CELINNE ;2020;1;0,0;;;left_only
CELMA ;2018;1;0,0;;;left_only
CELMIRA ;2017;1;0,0;;;left_only
CELSA ;2020;1;0,0;;;left_only
CELSO ;2011;2;-3,0;;;left_only
CELSO ;2012;2;0,0;;;left_only
CELSO ;2013;2;0,0;;;left_only
CELSO ;2015;2;0,0;;;left_only
CELSO ;2016;1;-1,0;;;left_only
CELSO ;2017;2;1,0;;;left_only
CELSO ;2018;2;0,0;;;left_only
CELSO ;2019;3;1,0;;;left_only
CELSO ;2020;1;-2,0;;;left_only
CELYN ;2017;1;0,0;;;left_only
CELYN ;2019;1;0,0;;;left_only
CELYNA ;2015;1;0,0;;;left_only
CELYNE ;2013;1;0,0;;;left_only
CELYNE ;2014;1;0,0;;;left_only
CELYNE ;2016;2;1,0;;;left_only
CELYNE ;2018;3;1,0;;;left_only
CEMILE ;2016;1;0,0;;;left_only
CEMILE ;2018;1;0,0;;;left_only
CEMILE ;2019;2;1,0;;;left_only
CEMILET ;2019;1;0,0;;;left_only
CENDY ;2020;1;0,0;;;left_only
CESAR ;2011;95;-143,0;;;left_only
CESAR ;2012;90;-5,0;;;left_only
CESAR ;2013;144;54,0;;;left_only
CESAR ;2014;87;-57,0;;;left_only
CESAR ;2015;77;-10,0;;;left_only
CESAR ;2016;109;32,0;;;left_only
CESAR ;2017;52;-57,0;;;left_only
CESAR ;2018;49;-3,0;;;left_only
CESAR ;2019;90;41,0;;;left_only
CESAR ;2020;79;-11,0;;;left_only
CESAR ;2021;57;-22,0;;;left_only
CESARE ;2012;1;0,0;;;left_only
CESARE ;2014;1;0,0;;;left_only
CESARE ;2018;1;0,0;;;left_only
CESC ;2014;1;0,0;;;left_only
CESC ;2016;1;0,0;;;left_only
CESIA ;2011;3;-2,0;;;left_only
CESIA ;2012;4;1,0;;;left_only
CESIA ;2013;9;5,0;;;left_only
CESIA ;2014;6;-3,0;;;left_only
CESIA ;2015;7;1,0;;;left_only
CESIA ;2016;6;-1,0;;;left_only
CESIA ;2017;4;-2,0;;;left_only
CESIA ;2019;2;-2,0;;;left_only
CESIA ;2020;2;0,0;;;left_only
CESIA ;2021;1;-1,0;;;left_only
CESIAH ;2014;1;0,0;;;left_only
CESIAH ;2016;1;0,0;;;left_only
CESSIA ;2014;1;0,0;;;left_only
CESSIA ;2016;1;0,0;;;left_only
CESUR ;2020;1;0,0;;;left_only
CEYNEP ;2020;1;0,0;;;left_only
CHADELINE ;2021;1;0,0;;;left_only
CHADLY ;2017;1;0,0;;;left_only
CHAINA ;2019;1;0,0;;;left_only
CHALENSKY ;2017;1;0,0;;;left_only
CHALENSKY ;2019;1;0,0;;;left_only
CHALENSKY ;2021;1;0,0;;;left_only
CHAM ;2018;1;0,0;;;left_only
CHAM ;2021;1;0,0;;;left_only
CHAMA ;2017;2;1,0;;;left_only
CHAMA ;2018;2;0,0;;;left_only
CHAMA ;2020;1;-1,0;;;left_only
CHAMA ;2021;2;1,0;;;left_only
CHAMAICA ;2019;1;0,0;;;left_only
CHAMAICA ;2021;3;2,0;;;left_only
CHAMAËLLE ;2019;1;0,0;;;left_only
CHAMAËLLE ;2020;1;0,0;;;left_only
CHAMAËLLE ;2021;1;0,0;;;left_only
CHAMAÏCA ;2019;1;0,0;;;left_only
CHAMAÏCA ;2020;1;0,0;;;left_only
CHANA ;2015;1;0,0;;;left_only
CHANA ;2019;1;0,0;;;left_only
CHANAIKA ;2020;1;-2,0;;;left_only
CHANAÏCA ;2020;1;-1,0;;;left_only
CHANEEL ;2015;1;0,0;;;left_only
CHANEL ;2011;1;-1,0;;;left_only
CHANEL ;2012;4;3,0;;;left_only
CHANEL ;2013;6;2,0;;;left_only
CHANEL ;2014;5;-1,0;;;left_only
CHANEL ;2015;3;-2,0;;;left_only
CHANEL ;2016;5;2,0;;;left_only
CHANEL ;2017;5;0,0;;;left_only
CHANEL ;2018;1;-4,0;;;left_only
CHANEL ;2019;5;4,0;;;left_only
CHANEL ;2020;3;-2,0;;;left_only
CHANELL ;2011;2;0,0;;;left_only
CHANELL ;2013;1;-1,0;;;left_only
CHANELL ;2014;2;1,0;;;left_only
CHANELL ;2015;1;-1,0;;;left_only
CHANELL ;2017;2;1,0;;;left_only
CHANELL ;2018;1;-1,0;;;left_only
CHANELL ;2019;1;0,0;;;left_only
CHANELLE ;2015;1;-1,0;;;left_only
CHANNEL ;2011;1;-2,0;;;left_only
CHANNEL ;2012;1;0,0;;;left_only
CHANNEL ;2013;7;6,0;;;left_only
CHANNEL ;2014;6;-1,0;;;left_only
CHANNEL ;2015;10;4,0;;;left_only
CHANNEL ;2016;3;-7,0;;;left_only
CHANNEL ;2017;3;0,0;;;left_only
CHANNEL ;2018;4;1,0;;;left_only
CHANNEL ;2019;1;-3,0;;;left_only
CHANNEL ;2020;4;3,0;;;left_only
CHANNEL ;2021;4;0,0;;;left_only
CHANNELL ;2015;1;0,0;;;left_only
CHANNELL ;2016;2;1,0;;;left_only
CHANNELLE ;2016;1;0,0;;;left_only
CHANTAL ;2011;6;0,0;;;left_only
CHANTAL ;2012;2;-4,0;;;left_only
CHANTAL ;2013;1;-1,0;;;left_only
CHANTAL ;2017;2;1,0;;;left_only
CHANTAL ;2018;4;2,0;;;left_only
CHANTAL ;2019;3;-1,0;;;left_only
CHANTAL ;2020;2;-1,0;;;left_only
CHANTALL ;2020;3;2,0;;;left_only
CHARBEL ;2013;1;0,0;;;left_only
CHARBEL ;2016;2;1,0;;;left_only
CHARBEL ;2021;1;-1,0;;;left_only
CHARIK ;2019;1;0,0;;;left_only
CHARIS ;2013;2;0,0;;;left_only
CHARISMA ;2019;1;0,0;;;left_only
CHARIZ ;2015;1;0,0;;;left_only
CHARLEEN ;2015;1;0,0;;;left_only
CHARLENCIA ;2019;1;0,0;;;left_only
CHARLENE ;2014;1;0,0;;;left_only
CHARLENE ;2018;1;0,0;;;left_only
CHARLENE ;2019;1;0,0;;;left_only
CHARLENE ;2021;1;0,0;;;left_only
CHARLENS ;2017;1;0,0;;;left_only
CHARLENS ;2019;2;1,0;;;left_only
CHARLENS ;2020;2;0,0;;;left_only
CHARLENS ;2021;1;-1,0;;;left_only
CHARLENSKY ;2018;2;1,0;;;left_only
CHARLENSKY ;2020;1;-1,0;;;left_only
CHARLENSKY ;2021;1;0,0;;;left_only
CHARLES ;2012;4;-2,0;;;left_only
CHARLES ;2013;7;3,0;;;left_only
CHARLES ;2014;6;-1,0;;;left_only
CHARLES ;2015;10;4,0;;;left_only
CHARLES ;2016;12;2,0;;;left_only
CHARLES ;2017;8;-4,0;;;left_only
CHARLES ;2018;6;-2,0;;;left_only
CHARLES ;2019;6;0,0;;;left_only
CHARLES ;2020;6;0,0;;;left_only
CHARLES ;2021;4;-2,0;;;left_only
CHARLIE ;2011;1;0,0;;;left_only
CHARLIE ;2012;5;4,0;;;left_only
CHARLIE ;2013;2;-3,0;;;left_only
CHARLIE ;2014;2;0,0;;;left_only
CHARLIE ;2016;4;2,0;;;left_only
CHARLIE ;2017;2;-2,0;;;left_only
CHARLIE ;2018;3;1,0;;;left_only
CHARLIE ;2019;4;1,0;;;left_only
CHARLIE ;2020;1;-3,0;;;left_only
CHARLIE ;2021;1;0,0;;;left_only
CHARLIN ;2018;1;0,0;;;left_only
CHARLINE ;2018;1;0,0;;;left_only
CHARLIZE ;2014;1;0,0;;;left_only
CHARLIZE ;2020;1;0,0;;;left_only
CHARLIZE ;2021;1;0,0;;;left_only
CHARLLOTHE ;2020;1;0,0;;;left_only
CHARLLOTT ;2013;1;0,0;;;left_only
CHARLLOTTE ;2021;1;0,0;;;left_only
CHARLOT ;2011;4;-2,0;;;left_only
CHARLOT ;2012;6;2,0;;;left_only
CHARLOT ;2013;6;0,0;;;left_only
CHARLOT ;2014;4;-2,0;;;left_only
CHARLOT ;2015;6;2,0;;;left_only
CHARLOT ;2016;4;-2,0;;;left_only
CHARLOT ;2017;2;-2,0;;;left_only
CHARLOT ;2018;2;0,0;;;left_only
CHARLOT ;2019;3;1,0;;;left_only
CHARLOT ;2020;2;-1,0;;;left_only
CHARLOT ;2021;2;0,0;;;left_only
CHARLOTE ;2011;2;1,0;;;left_only
CHARLOTE ;2015;2;0,0;;;left_only
CHARLOTE ;2019;2;0,0;;;left_only
CHARLOTH ;2011;3;0,0;;;left_only
CHARLOTH ;2012;2;-1,0;;;left_only
CHARLOTH ;2013;2;0,0;;;left_only
CHARLOTH ;2014;1;-1,0;;;left_only
CHARLOTH ;2015;1;0,0;;;left_only
CHARLOTH ;2019;2;1,0;;;left_only
CHARLOTH ;2020;1;-1,0;;;left_only
CHARLOTHE ;2015;2;1,0;;;left_only
CHARLOTHE ;2016;1;-1,0;;;left_only
CHARLOTHE ;2019;1;0,0;;;left_only
CHARLOTT ;2011;6;-1,0;;;left_only
CHARLOTT ;2012;6;0,0;;;left_only
CHARLOTT ;2013;3;-3,0;;;left_only
CHARLOTT ;2014;6;3,0;;;left_only
CHARLOTT ;2015;11;5,0;;;left_only
CHARLOTT ;2016;6;-5,0;;;left_only
CHARLOTT ;2017;9;3,0;;;left_only
CHARLOTT ;2018;14;5,0;;;left_only
CHARLOTT ;2019;7;-7,0;;;left_only
CHARLOTT ;2020;10;3,0;;;left_only
CHARLOTT ;2021;11;1,0;;;left_only
CHARLOTTE ;2011;34;5,0;;;left_only
CHARLOTTE ;2012;21;-13,0;;;left_only
CHARLOTTE ;2013;35;14,0;;;left_only
CHARLOTTE ;2014;39;4,0;;;left_only
CHARLOTTE ;2015;62;23,0;;;left_only
CHARLOTTE ;2016;70;8,0;;;left_only
CHARLOTTE ;2017;59;-11,0;;;left_only
CHARLOTTE ;2018;92;33,0;;;left_only
CHARLOTTE ;2019;85;-7,0;;;left_only
CHARLOTTE ;2020;115;30,0;;;left_only
CHARLOTTE ;2021;143;28,0;;;left_only
CHARLY ;2011;1;-1,0;;;left_only
CHARLY ;2012;1;0,0;;;left_only
CHARLY ;2014;1;0,0;;;left_only
CHARLY ;2015;2;1,0;;;left_only
CHARLY ;2016;1;-1,0;;;left_only
CHARLY ;2018;7;6,0;;;left_only
CHARLY ;2019;2;-5,0;;;left_only
CHARLY ;2020;5;3,0;;;left_only
CHARLY ;2021;3;-2,0;;;left_only
CHARLYN ;2019;1;0,0;;;left_only
CHARLYN ;2021;1;0,0;;;left_only
CHARLYNE ;2014;1;-1,0;;;left_only
CHARLYNE ;2021;1;0,0;;;left_only
CHARO ;2018;1;-1,0;;;left_only
CHARON ;2013;1;0,0;;;left_only
CHARON ;2017;1;0,0;;;left_only
CHARON ;2018;1;0,0;;;left_only
CHAYRA ;2016;1;0,0;;;left_only
CHAÏNA ;2020;1;-1,0;;;left_only
CHEBY ;2017;1;0,0;;;left_only
CHEDELINE ;2020;1;0,0;;;left_only
CHEDNAICA ;2019;1;0,0;;;left_only
CHEDNAICA ;2021;1;0,0;;;left_only
CHEDSON ;2017;1;0,0;;;left_only
CHEDSON ;2019;1;0,0;;;left_only
CHEDSON ;2021;1;0,0;;;left_only
CHEIKA ;2020;1;0,0;;;left_only
CHELSEA ;2011;3;-1,0;;;left_only
CHELSEA ;2012;4;1,0;;;left_only
CHELSEA ;2013;4;0,0;;;left_only
CHELSEA ;2014;3;-1,0;;;left_only
CHELSEA ;2015;3;0,0;;;left_only
CHELSEA ;2016;3;0,0;;;left_only
CHELSEA ;2017;1;-2,0;;;left_only
CHELSEA ;2018;7;6,0;;;left_only
CHELSEA ;2019;2;-5,0;;;left_only
CHELSEA ;2020;4;2,0;;;left_only
CHELSEA ;2021;4;0,0;;;left_only
CHELSEE ;2018;1;0,0;;;left_only
CHELSEY ;2011;2;1,0;;;left_only
CHELSEY ;2013;1;-1,0;;;left_only
CHELSEY ;2017;2;1,0;;;left_only
CHELSI ;2014;1;0,0;;;left_only
CHELSIE ;2018;1;0,0;;;left_only
CHELSIE ;2019;1;0,0;;;left_only
CHELSY ;2013;1;-1,0;;;left_only
CHELSY ;2014;3;2,0;;;left_only
CHELSY ;2015;1;-2,0;;;left_only
CHELSY ;2016;1;0,0;;;left_only
CHELSY ;2017;1;0,0;;;left_only
CHELSY ;2018;4;3,0;;;left_only
CHELSY ;2019;2;-2,0;;;left_only
CHELSY ;2020;2;0,0;;;left_only
CHELSY ;2021;1;-1,0;;;left_only
CHEN ;2011;1;0,0;;;left_only
CHEN ;2012;1;0,0;;;left_only
CHEN ;2013;1;0,0;;;left_only
CHEN ;2014;2;1,0;;;left_only
CHEN ;2015;1;-1,0;;;left_only
CHEN ;2016;3;2,0;;;left_only
CHEN ;2017;3;0,0;;;left_only
CHEN ;2018;2;-1,0;;;left_only
CHEN ;2020;1;-1,0;;;left_only
CHEN ;2021;2;1,0;;;left_only
CHENG ;2012;1;0,0;;;left_only
CHENG ;2015;1;0,0;;;left_only
CHENG ;2018;1;0,0;;;left_only
CHENOA ;2014;1;-1,0;;;left_only
CHENOA ;2019;1;0,0;;;left_only
CHENOA ;2020;1;0,0;;;left_only
CHENXI ;2019;1;0,0;;;left_only
CHENXI ;2020;1;0,0;;;left_only
CHERI ;2019;1;0,0;;;left_only
CHERIE ;2015;2;1,0;;;left_only
CHERIE ;2016;1;-1,0;;;left_only
CHERIE ;2018;1;0,0;;;left_only
CHERLANDA ;2019;2;1,0;;;left_only
CHERLANDA ;2020;1;-1,0;;;left_only
CHERLANDA ;2021;1;0,0;;;left_only
CHERLENSKY ;2021;1;0,0;;;left_only
CHERLY ;2014;1;0,0;;;left_only
CHERLY ;2016;1;0,0;;;left_only
CHERLY ;2018;1;0,0;;;left_only
CHERRY ;2021;1;0,0;;;left_only
CHERYL ;2011;2;1,0;;;left_only
CHERYL ;2013;1;-1,0;;;left_only
CHESTER ;2021;1;0,0;;;left_only
CHEYLA ;2016;1;0,0;;;left_only
CHEYLA ;2020;2;1,0;;;left_only
CHIARA ;2011;6;4,0;;;left_only
CHIARA ;2012;6;0,0;;;left_only
CHIARA ;2013;7;1,0;;;left_only
CHIARA ;2014;5;-2,0;;;left_only
CHIARA ;2015;3;-2,0;;;left_only
CHIARA ;2016;6;3,0;;;left_only
CHIARA ;2017;3;-3,0;;;left_only
CHIARA ;2018;7;4,0;;;left_only
CHIARA ;2019;6;-1,0;;;left_only
CHIARA ;2020;12;6,0;;;left_only
CHIARA ;2021;11;-1,0;;;left_only
CHINAY ;2018;1;0,0;;;left_only
CHINAY ;2019;1;0,0;;;left_only
CHINAYDA ;2021;1;0,0;;;left_only
CHINAYDER ;2019;1;0,0;;;left_only
CHINAYDER ;2020;1;0,0;;;left_only
CHISTOPHER ;2012;1;-1,0;;;left_only
CHISTOPHER ;2015;1;0,0;;;left_only
CHISTOPHER ;2016;1;0,0;;;left_only
CHISTOPHER ;2020;1;0,0;;;left_only
CHISTOPHER ;2021;1;0,0;;;left_only
CHLOE ;2011;8;2,0;;;left_only
CHLOE ;2012;7;-1,0;;;left_only
CHLOE ;2013;6;-1,0;;;left_only
CHLOE ;2014;8;2,0;;;left_only
CHLOE ;2015;17;9,0;;;left_only
CHLOE ;2016;15;-2,0;;;left_only
CHLOE ;2017;44;29,0;;;left_only
CHLOE ;2018;52;8,0;;;left_only
CHLOE ;2019;73;21,0;;;left_only
CHLOE ;2020;100;27,0;;;left_only
CHLOE ;2021;169;69,0;;;left_only
CHLOY ;2021;1;0,0;;;left_only
CHLOÉ ;2012;5;4,0;;;left_only
CHLOÉ ;2013;3;-2,0;;;left_only
CHLOÉ ;2014;5;2,0;;;left_only
CHLOÉ ;2015;1;-4,0;;;left_only
CHLOÉ ;2016;6;5,0;;;left_only
CHLOË ;2016;1;0,0;;;left_only
CHRIS ;2011;16;-3,0;;;left_only
CHRIS ;2012;10;-6,0;;;left_only
CHRIS ;2013;17;7,0;;;left_only
CHRIS ;2014;17;0,0;;;left_only
CHRIS ;2015;27;10,0;;;left_only
CHRIS ;2016;20;-7,0;;;left_only
CHRIS ;2017;31;11,0;;;left_only
CHRIS ;2018;37;6,0;;;left_only
CHRIS ;2019;30;-7,0;;;left_only
CHRIS ;2020;30;0,0;;;left_only
CHRIS ;2021;38;8,0;;;left_only
CHRISHNA ;2011;1;0,0;;;left_only
CHRISHNA ;2014;1;0,0;;;left_only
CHRISHNA ;2016;2;1,0;;;left_only
CHRISLEY ;2018;3;2,0;;;left_only
CHRISLIE ;2018;1;0,0;;;left_only
CHRISLIE ;2020;1;0,0;;;left_only
CHRISLOVE ;2019;2;1,0;;;left_only
CHRISLOVE ;2021;1;-1,0;;;left_only
CHRISMALIA ;2020;1;0,0;;;left_only
CHRISNA ;2012;1;-1,0;;;left_only
CHRISNA ;2015;2;1,0;;;left_only
CHRISNA ;2016;1;-1,0;;;left_only
CHRISNA ;2020;1;0,0;;;left_only
CHRISS ;2012;3;-5,0;;;left_only
CHRISS ;2013;3;0,0;;;left_only
CHRISS ;2014;1;-2,0;;;left_only
CHRISS ;2015;6;5,0;;;left_only
CHRISS ;2016;7;1,0;;;left_only
CHRISS ;2017;4;-3,0;;;left_only
CHRISS ;2018;4;0,0;;;left_only
CHRISS ;2019;3;-1,0;;;left_only
CHRISS ;2020;4;1,0;;;left_only
CHRISSA ;2019;1;0,0;;;left_only
CHRIST ;2014;2;1,0;;;left_only
CHRIST ;2015;1;-1,0;;;left_only
CHRIST ;2016;3;2,0;;;left_only
CHRIST ;2017;5;2,0;;;left_only
CHRIST ;2018;21;16,0;;;left_only
CHRIST ;2019;12;-9,0;;;left_only
CHRIST ;2020;9;-3,0;;;left_only
CHRIST ;2021;10;1,0;;;left_only
CHRISTA ;2011;1;0,0;;;left_only
CHRISTA ;2017;1;0,0;;;left_only
CHRISTA ;2019;1;0,0;;;left_only
CHRISTA ;2020;1;0,0;;;left_only
CHRISTABELL ;2013;1;0,0;;;left_only
CHRISTABELLA ;2019;1;0,0;;;left_only
CHRISTAL ;2017;2;1,0;;;left_only
CHRISTAL ;2021;2;0,0;;;left_only
CHRISTEL ;2011;4;1,0;;;left_only
CHRISTEL ;2012;1;-3,0;;;left_only
CHRISTEL ;2013;3;2,0;;;left_only
CHRISTEL ;2014;1;-2,0;;;left_only
CHRISTEL ;2015;2;1,0;;;left_only
CHRISTEL ;2017;4;2,0;;;left_only
CHRISTEL ;2018;3;-1,0;;;left_only
CHRISTEL ;2019;1;-2,0;;;left_only
CHRISTEL ;2020;1;0,0;;;left_only
CHRISTEL ;2021;1;0,0;;;left_only
CHRISTELA ;2018;1;0,0;;;left_only
CHRISTELA ;2019;1;0,0;;;left_only
CHRISTELA ;2021;3;2,0;;;left_only
CHRISTELL ;2011;4;1,0;;;left_only
CHRISTELL ;2012;1;-3,0;;;left_only
CHRISTELL ;2013;3;2,0;;;left_only
CHRISTELL ;2014;3;0,0;;;left_only
CHRISTELL ;2015;4;1,0;;;left_only
CHRISTELL ;2016;2;-2,0;;;left_only
CHRISTELL ;2018;3;1,0;;;left_only
CHRISTELL ;2019;3;0,0;;;left_only
CHRISTELL ;2020;1;-2,0;;;left_only
CHRISTELL ;2021;3;2,0;;;left_only
CHRISTELLE ;2015;1;0,0;;;left_only
CHRISTELLE ;2016;1;0,0;;;left_only
CHRISTELLE ;2017;4;3,0;;;left_only
CHRISTELLE ;2018;3;-1,0;;;left_only
CHRISTELLE ;2019;4;1,0;;;left_only
CHRISTELLE ;2020;3;-1,0;;;left_only
CHRISTELLE ;2021;2;-1,0;;;left_only
CHRISTERSON ;2018;1;0,0;;;left_only
CHRISTHEL ;2019;1;0,0;;;left_only
CHRISTHIAN ;2012;1;-2,0;;;left_only
CHRISTHIAN ;2014;1;0,0;;;left_only
CHRISTHIAN ;2016;1;0,0;;;left_only
CHRISTHINA ;2012;1;0,0;;;left_only
CHRISTHIÁN ;2016;1;0,0;;;left_only
CHRISTHOFER ;2012;1;0,0;;;left_only
CHRISTHOFER ;2014;1;0,0;;;left_only
CHRISTHOFER ;2016;1;0,0;;;left_only
CHRISTHOPER ;2013;1;-1,0;;;left_only
CHRISTHOPER ;2014;4;3,0;;;left_only
CHRISTHOPER ;2016;1;-3,0;;;left_only
CHRISTHOPER ;2017;1;0,0;;;left_only
CHRISTHOPHER ;2011;1;0,0;;;left_only
CHRISTHOPHER ;2015;1;0,0;;;left_only
CHRISTHOPHER ;2017;1;0,0;;;left_only
CHRISTHOPHER ;2018;1;0,0;;;left_only
CHRISTHOPHER ;2019;1;0,0;;;left_only
CHRISTI ;2018;2;1,0;;;left_only
CHRISTI ;2021;1;-1,0;;;left_only
CHRISTIAM ;2017;1;0,0;;;left_only
CHRISTIAM ;2020;1;0,0;;;left_only
CHRISTIAN ;2011;207;54,0;;;left_only
CHRISTIAN ;2012;180;-27,0;;;left_only
CHRISTIAN ;2013;157;-23,0;;;left_only
CHRISTIAN ;2014;163;6,0;;;left_only
CHRISTIAN ;2015;143;-20,0;;;left_only
CHRISTIAN ;2016;144;1,0;;;left_only
CHRISTIAN ;2017;116;-28,0;;;left_only
CHRISTIAN ;2018;114;-2,0;;;left_only
CHRISTIAN ;2019;130;16,0;;;left_only
CHRISTIAN ;2020;98;-32,0;;;left_only
CHRISTIAN ;2021;91;-7,0;;;left_only
CHRISTIANA ;2018;2;1,0;;;left_only
CHRISTIANA ;2021;1;-1,0;;;left_only
CHRISTIANE ;2011;4;2,0;;;left_only
CHRISTIANE ;2012;2;-2,0;;;left_only
CHRISTIANE ;2013;3;1,0;;;left_only
CHRISTIANE ;2014;6;3,0;;;left_only
CHRISTIANE ;2015;2;-4,0;;;left_only
CHRISTIANE ;2016;2;0,0;;;left_only
CHRISTIANE ;2017;1;-1,0;;;left_only
CHRISTIANE ;2018;7;6,0;;;left_only
CHRISTIANE ;2019;14;7,0;;;left_only
CHRISTIANE ;2020;8;-6,0;;;left_only
CHRISTIANE ;2021;8;0,0;;;left_only
CHRISTIANNE ;2011;2;-1,0;;;left_only
CHRISTIANNE ;2012;2;0,0;;;left_only
CHRISTIANNE ;2013;3;1,0;;;left_only
CHRISTIANNE ;2014;1;-2,0;;;left_only
CHRISTIANNE ;2015;2;1,0;;;left_only
CHRISTIANNE ;2016;1;-1,0;;;left_only
CHRISTIANNE ;2018;1;0,0;;;left_only
CHRISTIANNE ;2019;1;0,0;;;left_only
CHRISTIANNE ;2020;1;0,0;;;left_only
CHRISTIANNE ;2021;1;0,0;;;left_only
CHRISTIANO ;2013;1;0,0;;;left_only
CHRISTIANO ;2018;2;1,0;;;left_only
CHRISTIANO ;2019;2;0,0;;;left_only
CHRISTIE ;2011;1;0,0;;;left_only
CHRISTIE ;2012;1;0,0;;;left_only
CHRISTIE ;2017;5;4,0;;;left_only
CHRISTIE ;2018;6;1,0;;;left_only
CHRISTIE ;2019;3;-3,0;;;left_only
CHRISTIE ;2020;2;-1,0;;;left_only
CHRISTIE ;2021;4;2,0;;;left_only
CHRISTIN ;2016;1;-1,0;;;left_only
CHRISTIN ;2020;1;0,0;;;left_only
CHRISTIN ;2021;1;0,0;;;left_only
CHRISTINA ;2011;11;3,0;;;left_only
CHRISTINA ;2012;9;-2,0;;;left_only
CHRISTINA ;2013;5;-4,0;;;left_only
CHRISTINA ;2014;12;7,0;;;left_only
CHRISTINA ;2015;7;-5,0;;;left_only
CHRISTINA ;2016;4;-3,0;;;left_only
CHRISTINA ;2017;8;4,0;;;left_only
CHRISTINA ;2018;26;18,0;;;left_only
CHRISTINA ;2019;14;-12,0;;;left_only
CHRISTINA ;2020;11;-3,0;;;left_only
CHRISTINA ;2021;13;2,0;;;left_only
CHRISTINE ;2011;3;-1,0;;;left_only
CHRISTINE ;2012;6;3,0;;;left_only
CHRISTINE ;2013;3;-3,0;;;left_only
CHRISTINE ;2014;9;6,0;;;left_only
CHRISTINE ;2015;3;-6,0;;;left_only
CHRISTINE ;2016;4;1,0;;;left_only
CHRISTINE ;2017;14;10,0;;;left_only
CHRISTINE ;2018;13;-1,0;;;left_only
CHRISTINE ;2019;14;1,0;;;left_only
CHRISTINE ;2020;6;-8,0;;;left_only
CHRISTINE ;2021;4;-2,0;;;left_only
CHRISTINNE ;2011;1;0,0;;;left_only
CHRISTINNE ;2012;2;1,0;;;left_only
CHRISTINNE ;2013;1;-1,0;;;left_only
CHRISTINNE ;2014;1;0,0;;;left_only
CHRISTINNE ;2015;1;0,0;;;left_only
CHRISTINNE ;2017;1;0,0;;;left_only
CHRISTINNE ;2018;3;2,0;;;left_only
CHRISTO ;2018;1;0,0;;;left_only
CHRISTO ;2019;1;0,0;;;left_only
CHRISTOBAL ;2011;17;3,0;;;left_only
CHRISTOBAL ;2012;20;3,0;;;left_only
CHRISTOBAL ;2013;20;0,0;;;left_only
CHRISTOBAL ;2014;10;-10,0;;;left_only
CHRISTOBAL ;2015;20;10,0;;;left_only
CHRISTOBAL ;2016;8;-12,0;;;left_only
CHRISTOBAL ;2017;5;-3,0;;;left_only
CHRISTOBAL ;2018;8;3,0;;;left_only
CHRISTOBAL ;2019;3;-5,0;;;left_only
CHRISTOBAL ;2020;5;2,0;;;left_only
CHRISTOBAL ;2021;7;2,0;;;left_only
CHRISTOBALL ;2013;1;0,0;;;left_only
CHRISTOBALL ;2019;1;0,0;;;left_only
CHRISTOFER ;2011;21;0,0;;;left_only
CHRISTOFER ;2012;18;-3,0;;;left_only
CHRISTOFER ;2013;33;15,0;;;left_only
CHRISTOFER ;2014;16;-17,0;;;left_only
CHRISTOFER ;2015;12;-4,0;;;left_only
CHRISTOFER ;2016;8;-4,0;;;left_only
CHRISTOFER ;2017;10;2,0;;;left_only
CHRISTOFER ;2018;15;5,0;;;left_only
CHRISTOFER ;2019;7;-8,0;;;left_only
CHRISTOFER ;2020;5;-2,0;;;left_only
CHRISTOFER ;2021;7;2,0;;;left_only
CHRISTOFFER ;2012;1;0,0;;;left_only
CHRISTOFFER ;2014;1;0,0;;;left_only
CHRISTOFFER ;2015;1;0,0;;;left_only
CHRISTOFFER ;2016;4;3,0;;;left_only
CHRISTOFFER ;2018;1;-3,0;;;left_only
CHRISTOFFER ;2021;1;0,0;;;left_only
CHRISTOFHER ;2012;1;-1,0;;;left_only
CHRISTOFHER ;2013;3;2,0;;;left_only
CHRISTOFHER ;2014;1;-2,0;;;left_only
CHRISTOFHER ;2015;1;0,0;;;left_only
CHRISTOFHER ;2016;1;0,0;;;left_only
CHRISTOFHER ;2018;1;0,0;;;left_only
CHRISTOPER ;2011;1;-1,0;;;left_only
CHRISTOPER ;2012;1;0,0;;;left_only
CHRISTOPER ;2013;4;3,0;;;left_only
CHRISTOPER ;2016;1;-3,0;;;left_only
